index,elelment,x,y,z
13457,H,7.402,2.421,6.175
13458,H,7.544,2.411,6.227
13459,O,1.76,5.006,9.014
13460,H,1.771,5.024,9.107
13461,H,1.675,4.962,9.008
13462,O,6.914,6.573,11.345
13463,H,6.821,6.591,11.363
13464,H,6.951,6.659,11.324
13465,O,5.492,0.604,10.913
13466,H,5.523,0.647,10.993
13467,H,5.516,0.512,10.925
13468,O,0.793,7.32,10.701
13469,H,0.714,7.371,10.719
13470,H,0.859,7.385,10.68
13471,O,7.16,3.79,11.162
13472,H,7.134,3.816,11.25
13473,H,7.249,3.755,11.173
13474,O,1.196,7.495,11.778
13475,H,1.274,7.547,11.793
13476,H,1.228,7.405,11.771
13477,O,5.062,3.578,9.319
13478,H,5.155,3.556,9.32
13479,H,5.039,3.593,9.41
13480,O,1.688,0.472,11.305
13481,H,1.707,0.453,11.213
13482,H,1.772,0.5,11.342
13483,O,6.178,4.606,6.559
13484,H,6.206,4.693,6.529
13485,H,6.108,4.582,6.499
13486,O,2.234,5.674,6.559
13487,H,2.282,5.675,6.476
13488,H,2.276,5.741,6.612
13489,O,3.667,5.665,5.699
13490,H,3.706,5.581,5.674
13491,H,3.669,5.718,5.619
13492,O,4.263,6.5,6.451
13493,H,4.238,6.543,6.532
13494,H,4.239,6.408,6.463
13495,O,7.378,5.291,10.517
13496,H,7.46,5.297,10.565
13497,H,7.351,5.382,10.504
13498,O,3.077,1.619,8.689
13499,H,3.038,1.596,8.773
13500,H,3.115,1.706,8.702
13501,O,6.307,3.471,4.669
13502,H,6.288,3.548,4.723
13503,H,6.355,3.506,4.594
13504,O,1.285,2.816,8.817
13505,H,1.204,2.854,8.784
13506,H,1.316,2.88,8.882
13507,O,6.183,2.978,5.359
13508,H,6.226,2.995,5.275
13509,H,6.251,2.991,5.425
13510,O,5.311,6.214,11.361
13511,H,5.342,6.236,11.449
13512,H,5.353,6.279,11.304
13513,O,4.37,6.123,6.947
13514,H,4.433,6.06,6.914
13515,H,4.374,6.196,6.884
13516,O,7.918,0.13,9.961
13517,H,7.998,0.098,10.002
13518,H,7.945,0.161,9.875
13519,O,4.178,1.955,5.631
13520,H,4.158,2.032,5.684
13521,H,4.254,1.915,5.673
13522,O,2.268,4.167,11.401
13523,H,2.229,4.08,11.406
13524,H,2.322,4.173,11.481
13525,O,3.542,4.049,7.438
13526,H,3.557,3.955,7.443
13527,H,3.564,4.081,7.525
13528,O,4.267,4.922,10.678
13529,H,4.3,4.834,10.691
13530,H,4.339,4.97,10.638
13531,O,1.601,1.6,11.64
13532,H,1.528,1.609,11.701
13533,H,1.571,1.641,11.56
13534,O,2.462,7.935,10.238
13535,H,2.554,7.93,10.263
13536,H,2.444,7.85,10.197
13537,O,4.707,2.4,9.415
13538,H,4.737,2.343,9.486
13539,H,4.718,2.489,9.449
13540,O,5.582,7.555,7.582
13541,H,5.581,7.535,7.489
13542,H,5.674,7.548,7.608
13543,O,2.116,7.344,8.506
13544,H,2.177,7.414,8.527
13545,H,2.11,7.345,8.41
13546,O,5.91,3.239,7.634
13547,H,5.97,3.227,7.561
13548,H,5.868,3.323,7.617
13549,O,1.373,3.104,10.896
13550,H,1.343,3.163,10.826
13551,H,1.414,3.031,10.85
13552,O,5.074,1.704,9.384
13553,H,5.035,1.731,9.3
13554,H,5.064,1.781,9.44
13555,O,6.462,7.017,5.332
13556,H,6.515,7.093,5.356
13557,H,6.502,6.985,5.252
13558,O,4.08,4.902,8.744
13559,H,4.149,4.898,8.81
13560,H,4.004,4.939,8.789
13561,O,0.538,7.227,7.675
13562,H,0.49,7.144,7.682
13563,H,0.619,7.211,7.723
13564,O,7.071,3.437,11.3
13565,H,7.073,3.483,11.216
13566,H,7.04,3.349,11.279
13567,O,5.068,4.667,11.218
13568,H,5.147,4.614,11.232
13569,H,5.013,4.613,11.161
13570,O,8.161,5.067,10.376
13571,H,8.136,5.098,10.289
13572,H,8.245,5.108,10.394
13573,O,4.008,7.836,7.785
13574,H,4.059,7.784,7.848
13575,H,3.917,7.812,7.803
13576,O,4.253,5.671,11.634
13577,H,4.234,5.661,11.54
13578,H,4.248,5.766,11.649
13579,O,6.365,7.648,9.452
13580,H,6.274,7.624,9.47
13581,H,6.402,7.57,9.411
13582,O,0.908,5.789,8.536
13583,H,0.848,5.821,8.469
13584,H,0.855,5.786,8.616
13585,O,0.765,2,9.389
13586,H,0.734,1.937,9.324
13587,H,0.701,1.994,9.46
13588,O,3.694,2.998,8.818
13589,H,3.632,2.984,8.747
13590,H,3.718,3.091,8.812
13591,O,6.108,5.951,7.354
13592,H,6.172,5.964,7.284
13593,H,6.159,5.91,7.425
13594,O,4.002,3.811,10.551
13595,H,3.949,3.731,10.544
13596,H,4.045,3.802,10.636
13597,O,5.656,4.597,9.038
13598,H,5.705,4.567,8.961
13599,H,5.692,4.547,9.111
13600,O,6.525,0.816,8.824
13601,H,6.546,0.795,8.733
13602,H,6.609,0.838,8.864
13603,O,5.184,2.925,7.241
13604,H,5.197,2.865,7.167
13605,H,5.233,2.885,7.313
13606,O,6.082,2.076,10.96
13607,H,6.077,1.993,10.913
13608,H,6.12,2.137,10.897
13609,O,8.015,1.833,7.544
13610,H,8.023,1.74,7.563
13611,H,8.073,1.848,7.469
13612,O,0.844,7.789,5.28
13613,H,0.925,7.806,5.232
13614,H,0.78,7.767,5.213
13615,O,4.802,1.578,11.7
13616,H,4.78,1.527,11.778
13617,H,4.876,1.531,11.66
13618,O,5.972,1.171,4.931
13619,H,6.003,1.218,4.854
13620,H,5.912,1.232,4.974
13621,O,5.492,4.77,11.824
13622,H,5.421,4.71,11.847
13623,H,5.453,4.857,11.833
13624,O,1.37,6.019,9.411
13625,H,1.287,6.026,9.363
13626,H,1.343,6.007,9.503
13627,O,0.935,0.618,6.514
13628,H,0.921,0.708,6.486
13629,H,0.949,0.623,6.608
13630,O,4.71,0.572,6.088
13631,H,4.743,0.56,6.178
13632,H,4.713,0.485,6.05
13633,O,1.05,6.083,10.319
13634,H,1.079,6.168,10.284
13635,H,0.955,6.083,10.306
13636,O,1.248,4.682,5.472
13637,H,1.169,4.735,5.47
13638,H,1.232,4.619,5.543
13639,O,8.417,3.877,7.489
13640,H,8.388,3.833,7.408
13641,H,8.453,3.806,7.542
13642,O,2.35,0.444,9.689
13643,H,2.319,0.371,9.634
13644,H,2.412,0.491,9.634
13645,O,2.484,4.655,8.636
13646,H,2.467,4.637,8.729
13647,H,2.503,4.568,8.598
13648,O,0.558,2.604,5.326
13649,H,0.628,2.592,5.261
13650,H,0.564,2.696,5.351
13651,O,4.061,1.378,7.298
13652,H,4.113,1.441,7.249
13653,H,4.117,1.35,7.37
13654,O,5.139,2.176,6.812
13655,H,5.113,2.189,6.904
13656,H,5.187,2.093,6.812
13657,O,0.177,7.078,10.486
13658,H,0.085,7.059,10.472
13659,H,0.201,7.136,10.414
13660,O,0.295,1.615,7.25
13661,H,0.245,1.645,7.326
13662,H,0.363,1.682,7.237
13663,O,7.16,0.314,11.226
13664,H,7.07,0.292,11.202
13665,H,7.178,0.396,11.181
13666,O,1.651,6.762,7.078
13667,H,1.673,6.834,7.019
13668,H,1.601,6.701,7.025
13669,O,0.986,6.418,8.183
13670,H,0.919,6.389,8.121
13671,H,0.939,6.431,8.265
13672,O,2.354,7.206,8.743
13673,H,2.269,7.175,8.711
13674,H,2.372,7.283,8.689
13675,O,3.95,5.158,9.505
13676,H,4.026,5.149,9.563
13677,H,3.947,5.075,9.457
13678,O,8.417,1.671,9.633
13679,H,8.494,1.641,9.585
13680,H,8.42,1.624,9.716
13681,O,0.658,6.927,5.947
13682,H,0.718,6.906,5.875
13683,H,0.703,6.895,6.025
13684,O,8.314,7.342,10.135
13685,H,8.222,7.364,10.151
13686,H,8.352,7.423,10.1
13687,O,3.216,5.669,7.923
13688,H,3.138,5.697,7.874
13689,H,3.182,5.642,8.008
13690,O,5.942,6.374,7.288
13691,H,5.966,6.44,7.353
13692,H,5.907,6.426,7.215
13693,O,2.859,4.727,5.498
13694,H,2.802,4.68,5.437
13695,H,2.937,4.672,5.506
13696,O,0.32,7.406,6.26
13697,H,0.305,7.455,6.341
13698,H,0.318,7.473,6.191
13699,O,7.696,7.817,10.54
13700,H,7.708,7.805,10.634
13701,H,7.602,7.811,10.526
13702,O,8.558,7.506,8.541
13703,H,8.592,7.553,8.465
13704,H,8.469,7.481,8.515
13705,O,0.225,2.154,8.68
13706,H,0.262,2.098,8.612
13707,H,0.301,2.188,8.727
13708,O,0.609,1.648,7.528
13709,H,0.663,1.612,7.457
13710,H,0.578,1.57,7.575
13711,O,8.305,1.725,9.122
13712,H,8.295,1.666,9.196
13713,H,8.302,1.813,9.161
13714,O,4.826,4.338,7.778
13715,H,4.849,4.421,7.736
13716,H,4.857,4.348,7.868
13717,O,1.588,0.087,10.976
13718,H,1.668,0.037,10.96
13719,H,1.613,0.178,10.959
13720,O,2.898,6.4,5.588
13721,H,2.878,6.414,5.681
13722,H,2.961,6.328,5.588
13723,O,1.528,6.473,7.474
13724,H,1.441,6.493,7.44
13725,H,1.529,6.378,7.483
13726,O,6.12,5.183,7.038
13727,H,6.154,5.268,7.012
13728,H,6.091,5.143,6.957
13729,O,7.807,0.498,6.037
13730,H,7.883,0.484,5.98
13731,H,7.844,0.524,6.121
13732,O,2.056,6.328,9.982
13733,H,2.006,6.372,10.051
13734,H,2.027,6.237,9.986
13735,O,4.144,0.329,9.13
13736,H,4.098,0.329,9.046
13737,H,4.235,0.351,9.108
13738,O,7.989,7.442,7.205
13739,H,7.978,7.347,7.211
13740,H,7.901,7.477,7.213
13741,O,3.186,7.388,11.645
13742,H,3.114,7.388,11.708
13743,H,3.204,7.481,11.631
13744,O,6.641,3.255,9.36
13745,H,6.715,3.316,9.352
13746,H,6.681,3.171,9.379
13747,O,2.58,4.51,8.286
13748,H,2.632,4.43,8.281
13749,H,2.52,4.496,8.359
13750,O,6.091,2.849,5.654
13751,H,6.085,2.932,5.7
13752,H,6.177,2.851,5.611
13753,O,8.517,5.533,5.806
13754,H,8.474,5.466,5.858
13755,H,8.466,5.613,5.822
13756,O,3.72,0.228,6.257
13757,H,3.812,0.21,6.239
13758,H,3.672,0.179,6.189
13759,O,4.812,2.683,10.065
13760,H,4.826,2.707,9.974
13761,H,4.861,2.748,10.115
13762,O,1.213,4.571,5.015
13763,H,1.253,4.63,4.951
13764,H,1.144,4.526,4.966
13765,O,7.844,5.2,10.298
13766,H,7.88,5.25,10.225
13767,H,7.75,5.22,10.296
13768,O,1.888,0.113,6.069
13769,H,1.909,0.14,6.159
13770,H,1.797,0.082,6.073
13771,O,0.371,5.771,8.234
13772,H,0.395,5.763,8.327
13773,H,0.306,5.702,8.221
13774,O,7.067,3.429,5.531
13775,H,7.069,3.525,5.536
13776,H,7.038,3.41,5.442
13777,O,2.96,2.477,10.569
13778,H,3.03,2.502,10.629
13779,H,2.916,2.404,10.613
13780,O,1.11,6.453,6.476
13781,H,1.092,6.423,6.386
13782,H,1.197,6.417,6.495
13783,O,5.266,0.412,9.376
13784,H,5.36,0.4,9.385
13785,H,5.228,0.328,9.404
13786,O,4.055,4.744,12.01
13787,H,3.968,4.706,11.996
13788,H,4.107,4.671,12.044
13789,O,6.218,1.497,7.072
13790,H,6.163,1.42,7.057
13791,H,6.156,1.568,7.086
13792,O,8.245,0.507,6.086
13793,H,8.206,0.564,6.02
13794,H,8.338,0.532,6.087
13795,O,3.265,5.448,6.277
13796,H,3.248,5.422,6.367
13797,H,3.22,5.532,6.267
13798,O,6.701,1.687,7.034
13799,H,6.684,1.618,6.971
13800,H,6.693,1.645,7.119
13801,O,7.534,4.648,11.869
13802,H,7.501,4.621,11.783
13803,H,7.627,4.664,11.856
13804,O,2.498,5.556,11.276
13805,H,2.581,5.511,11.262
13806,H,2.512,5.643,11.24
13807,O,0.295,4.782,8.939
13808,H,0.364,4.848,8.94
13809,H,0.339,4.701,8.914
13810,O,0.325,4.065,7.303
13811,H,0.355,4.145,7.26
13812,H,0.29,4.096,7.387
13813,O,0.278,7.649,7.404
13814,H,0.23,7.592,7.345
13815,H,0.327,7.59,7.461
13816,O,3.705,6.598,7.098
13817,H,3.681,6.515,7.058
13818,H,3.644,6.662,7.061
13819,O,0.255,3.067,5.113
13820,H,0.292,3.043,5.029
13821,H,0.236,2.984,5.156
13822,O,3.673,1.792,11.615
13823,H,3.735,1.722,11.635
13824,H,3.704,1.867,11.665
13825,O,6.03,0.301,9.172
13826,H,6.113,0.259,9.146
13827,H,5.963,0.255,9.121
13828,O,7.554,0.591,5.474
13829,H,7.558,0.621,5.384
13830,H,7.64,0.553,5.492
13831,O,5.179,0.542,11.089
13832,H,5.17,0.555,11.183
13833,H,5.242,0.47,11.081
13834,O,6.301,7.794,6.441
13835,H,6.295,7.889,6.445
13836,H,6.266,7.771,6.355
13837,O,7.991,2.116,8.5
13838,H,7.993,2.169,8.42
13839,H,8.07,2.064,8.497
13840,O,2.888,7.239,6.449
13841,H,2.952,7.262,6.516
13842,H,2.933,7.174,6.395
13843,O,2.619,5.794,7.79
13844,H,2.693,5.834,7.743
13845,H,2.556,5.772,7.721
13846,O,7.447,4.748,7.551
13847,H,7.421,4.792,7.47
13848,H,7.385,4.781,7.617
13849,O,1.396,1.501,9.628
13850,H,1.334,1.545,9.57
13851,H,1.355,1.417,9.648
13852,O,3.022,4.467,10.471
13853,H,3.091,4.434,10.412
13854,H,3.034,4.417,10.552
13855,O,1.072,5.914,5.703
13856,H,0.992,5.89,5.75
13857,H,1.068,6.01,5.697
13858,O,7.497,4.197,6.251
13859,H,7.537,4.192,6.337
13860,H,7.487,4.106,6.223
13861,O,8.076,7.392,9.574
13862,H,8.133,7.316,9.566
13863,H,8.054,7.415,9.483
13864,O,6.66,0.681,11.047
13865,H,6.725,0.611,11.051
13866,H,6.707,0.76,11.072
13867,O,8.557,5.253,6.978
13868,H,8.464,5.275,6.969
13869,H,8.592,5.261,6.889
13870,O,3.672,6.053,5.825
13871,H,3.698,6.141,5.849
13872,H,3.594,6.065,5.77
13873,O,8.209,6.45,10.115
13874,H,8.158,6.403,10.181
13875,H,8.281,6.392,10.094
13876,O,3.915,2.566,7.236
13877,H,3.822,2.558,7.256
13878,H,3.941,2.649,7.276
13879,O,8.332,6.034,8.279
13880,H,8.345,6.046,8.184
13881,H,8.243,6.066,8.295
13882,O,4.342,0.461,7.519
13883,H,4.429,0.45,7.481
13884,H,4.302,0.374,7.514
13885,O,8.363,1.519,6.381
13886,H,8.415,1.599,6.368
13887,H,8.283,1.534,6.329
13888,O,7.698,7.475,9.385
13889,H,7.701,7.38,9.374
13890,H,7.73,7.51,9.302
13891,O,4.615,6.226,11.019
13892,H,4.64,6.135,11.037
13893,H,4.552,6.248,11.088
13894,O,1.685,3.567,5.349
13895,H,1.766,3.615,5.37
13896,H,1.619,3.635,5.339
13897,O,6.462,0.868,6.393
13898,H,6.556,0.869,6.411
13899,H,6.453,0.817,6.313
13900,O,3.659,6.261,6.23
13901,H,3.569,6.291,6.243
13902,H,3.705,6.336,6.195
13903,O,4.654,3.275,9.826
13904,H,4.714,3.241,9.893
13905,H,4.705,3.271,9.745
13906,O,1.658,4.348,10.604
13907,H,1.697,4.37,10.69
13908,H,1.665,4.43,10.554
13909,O,2.322,1.129,8.177
13910,H,2.413,1.16,8.18
13911,H,2.316,1.064,8.247
13912,O,6.546,2.392,6.794
13913,H,6.54,2.38,6.889
13914,H,6.458,2.373,6.762
13915,O,6.66,5.87,7.262
13916,H,6.718,5.893,7.335
13917,H,6.651,5.775,7.268
13918,O,7.471,4.313,10.217
13919,H,7.422,4.275,10.144
13920,H,7.555,4.267,10.216
13921,O,3.511,6.248,11.562
13922,H,3.594,6.288,11.536
13923,H,3.456,6.321,11.587
13924,O,0.017,7.019,6.906
13925,H,-0.03,7.003,6.824
13926,H,0.092,6.959,6.902
13927,O,2.251,5.69,8.567
13928,H,2.196,5.621,8.605
13929,H,2.328,5.644,8.535
13930,O,0.972,7.32,7.001
13931,H,1.009,7.291,6.917
13932,H,1.029,7.281,7.067
13933,O,1.971,2.037,6.784
13934,H,2.029,2.012,6.856
13935,H,1.906,2.095,6.825
13936,O,2.835,4.575,6.279
13937,H,2.841,4.48,6.265
13938,H,2.9,4.593,6.347
13939,O,7.749,1.542,10.578
13940,H,7.8,1.539,10.496
13941,H,7.813,1.523,10.646
13942,O,1.125,3.304,5.692
13943,H,1.091,3.225,5.733
13944,H,1.205,3.324,5.742
13945,O,1.44,5.14,10.135
13946,H,1.412,5.186,10.214
13947,H,1.379,5.067,10.126
13948,O,5.73,3.26,11.73
13949,H,5.683,3.276,11.648
13950,H,5.668,3.212,11.784
13951,O,2.548,2.956,8.206
13952,H,2.561,2.865,8.235
13953,H,2.533,2.949,8.112
13954,O,3.909,2.463,8.757
13955,H,3.905,2.413,8.839
13956,H,3.937,2.399,8.691
13957,O,8.51,5.865,8.387
13958,H,8.44,5.909,8.339
13959,H,8.48,5.774,8.395
13960,O,7.866,5.893,8.295
13961,H,7.798,5.952,8.261
13962,H,7.823,5.848,8.368
13963,O,8.056,5.79,6.187
13964,H,7.985,5.732,6.214
13965,H,8.059,5.858,6.255
13966,O,7.357,2.118,6.18
13967,H,7.413,2.194,6.164
13968,H,7.385,2.084,6.265
13969,O,5.078,2.056,9.068
13970,H,5.095,2.149,9.085
13971,H,5.142,2.032,9.001
13972,O,1.918,7.144,10.401
13973,H,1.824,7.134,10.418
13974,H,1.936,7.237,10.418
13975,O,1.722,1.826,5.164
13976,H,1.787,1.824,5.095
13977,H,1.726,1.915,5.199
13978,O,7.228,5.266,4.7
13979,H,7.142,5.29,4.735
13980,H,7.246,5.18,4.737
13981,O,0.123,7.299,8.06
13982,H,0.174,7.309,8.14
13983,H,0.033,7.287,8.091
13984,O,4.663,2.805,6.64
13985,H,4.748,2.84,6.616
13986,H,4.651,2.83,6.732
13987,O,7.701,2.994,6.054
13988,H,7.606,3.008,6.057
13989,H,7.736,3.06,6.114
13990,O,3.029,5.422,11.133
13991,H,3.109,5.375,11.106
13992,H,2.967,5.407,11.061
13993,O,0.719,7.143,9.421
13994,H,0.763,7.075,9.474
13995,H,0.789,7.182,9.37
13996,O,8.207,3.134,7.741
13997,H,8.191,3.09,7.658
13998,H,8.17,3.076,7.807
13999,O,0.836,6.157,6.718
14000,H,0.885,6.122,6.643
14001,H,0.745,6.135,6.699
14002,O,6.928,1.819,9.417
14003,H,6.885,1.896,9.38
14004,H,7.02,1.845,9.428
14005,O,5.079,4.442,7.03
14006,H,5.123,4.395,6.959
14007,H,5.148,4.458,7.094
14008,O,6.894,0.722,8.292
14009,H,6.896,0.717,8.196
14010,H,6.867,0.812,8.31
14011,O,4.64,7.88,10.598
14012,H,4.585,7.824,10.654
14013,H,4.705,7.82,10.561
14014,O,8.226,6.729,9.582
14015,H,8.316,6.746,9.553
14016,H,8.185,6.685,9.507
14017,O,5.641,5.105,7.338
14018,H,5.685,5.033,7.382
14019,H,5.706,5.14,7.277
14020,O,5.27,3.006,9.858
14021,H,5.335,3.073,9.835
14022,H,5.305,2.963,9.935
14023,O,5.537,3.635,7.451
14024,H,5.623,3.611,7.485
14025,H,5.493,3.552,7.433
14026,O,3.206,3.603,10.267
14027,H,3.154,3.523,10.267
14028,H,3.251,3.603,10.351
14029,O,2.04,5.48,6.437
14030,H,2.038,5.552,6.375
14031,H,2.08,5.516,6.516
14032,O,8.259,3.73,6.786
14033,H,8.269,3.679,6.706
14034,H,8.228,3.667,6.851
14035,O,3.359,0.851,9.024
14036,H,3.417,0.924,9.044
14037,H,3.271,0.883,9.044
14038,O,0.23,1.419,11.277
14039,H,0.238,1.511,11.252
14040,H,0.135,1.405,11.284
14041,O,2.971,1.148,6.218
14042,H,2.914,1.121,6.146
14043,H,3.021,1.069,6.24
14044,O,7.63,7.254,9.077
14045,H,7.698,7.303,9.03
14046,H,7.667,7.241,9.165
14047,O,7.341,0.37,5.503
14048,H,7.427,0.412,5.501
14049,H,7.286,0.429,5.554
14050,O,6.449,3.24,11.574
14051,H,6.382,3.294,11.532
14052,H,6.443,3.156,11.529
14053,O,7.79,5.704,11.214
14054,H,7.726,5.72,11.145
14055,H,7.78,5.611,11.234
14056,O,7.031,5.497,7.898
14057,H,7.045,5.533,7.81
14058,H,7.084,5.418,7.9
14059,O,5.278,3.84,6.097
14060,H,5.362,3.874,6.066
14061,H,5.267,3.757,6.052
14062,O,4.67,7.087,8.754
14063,H,4.761,7.076,8.725
14064,H,4.665,7.177,8.784
14065,O,2.59,7.435,7.208
14066,H,2.669,7.424,7.155
14067,H,2.576,7.53,7.21
14068,O,0.244,4.375,5.097
14069,H,0.209,4.436,5.032
14070,H,0.336,4.363,5.073
14071,O,7.859,5.285,8.405
14072,H,7.855,5.358,8.342
14073,H,7.933,5.232,8.376
14074,O,1.615,5.456,7.9
14075,H,1.707,5.44,7.922
14076,H,1.596,5.394,7.83
14077,O,4.353,2.727,11.001
14078,H,4.293,2.722,10.926
14079,H,4.437,2.694,10.967
14080,O,2.275,6.004,6.796
14081,H,2.183,6.024,6.816
14082,H,2.323,6.082,6.821
14083,O,8.273,0.121,7.137
14084,H,8.309,0.094,7.221
14085,H,8.348,0.16,7.091
14086,O,3.247,2.073,9.337
14087,H,3.297,2.111,9.264
14088,H,3.222,2.148,9.39
14089,O,7.862,3.399,9.175
14090,H,7.913,3.322,9.199
14091,H,7.814,3.372,9.097
14092,O,0.057,4.935,5.398
14093,H,0.063,4.955,5.492
14094,H,-0.029,4.969,5.372
14095,O,6.663,3.915,9.578
14096,H,6.574,3.888,9.601
14097,H,6.673,3.889,9.486
14098,O,3.61,7.294,10.414
14099,H,3.7,7.263,10.421
14100,H,3.557,7.218,10.437
14101,O,1.466,3.735,7.757
14102,H,1.533,3.676,7.792
14103,H,1.488,3.745,7.665
14104,O,3.625,2.13,5.946
14105,H,3.592,2.048,5.908
14106,H,3.716,2.11,5.97
14107,O,2.007,7.399,10.441
14108,H,2.095,7.396,10.479
14109,H,2.011,7.47,10.377
14110,O,1.279,5.142,9.303
14111,H,1.226,5.088,9.363
14112,H,1.345,5.182,9.359
14113,O,1.379,6.04,9.04
14114,H,1.336,5.991,8.969
14115,H,1.316,6.038,9.111
14116,O,7.282,6.281,8.15
14117,H,7.317,6.333,8.078
14118,H,7.203,6.241,8.115
14119,O,7.072,2.428,5.273
14120,H,7.022,2.469,5.203
14121,H,7.162,2.454,5.257
14122,O,5.911,3.441,6.754
14123,H,5.869,3.402,6.83
14124,H,5.88,3.532,6.753
14125,O,3.024,7.167,7.996
14126,H,3.091,7.215,8.045
14127,H,3.054,7.169,7.905
14128,O,5.282,2.953,8.491
14129,H,5.259,2.979,8.58
14130,H,5.208,2.982,8.438
14131,O,7.66,3.594,8.185
14132,H,7.673,3.525,8.25
14133,H,7.748,3.623,8.163
14134,O,4.639,5.43,6.223
14135,H,4.674,5.457,6.308
14136,H,4.545,5.444,6.231
14137,O,2.542,1.681,9.44
14138,H,2.6,1.616,9.48
14139,H,2.538,1.656,9.348
14140,O,5.057,3.845,11.227
14141,H,5.078,3.901,11.302
14142,H,4.999,3.778,11.262
14143,O,3.901,5.161,11.666
14144,H,3.889,5.21,11.584
14145,H,3.991,5.18,11.693
14146,O,5.979,5.535,7.699
14147,H,6.057,5.479,7.709
14148,H,5.929,5.521,7.779
14149,O,6.11,2.485,5.953
14150,H,6.106,2.494,5.857
14151,H,6.199,2.509,5.975
14152,O,2.446,5.897,12.014
14153,H,2.393,5.85,11.95
14154,H,2.436,5.847,12.095
14155,O,3.164,4.712,5.291
14156,H,3.1,4.779,5.316
14157,H,3.113,4.648,5.24
14158,O,4.917,6.726,5.279
14159,H,4.914,6.712,5.184
14160,H,4.907,6.821,5.289
14161,O,6.955,1.855,11.396
14162,H,7.04,1.848,11.352
14163,H,6.968,1.922,11.463
14164,O,6.219,2.803,7.948
14165,H,6.176,2.839,8.025
14166,H,6.159,2.82,7.876
14167,O,6.379,2.102,9.395
14168,H,6.424,2.142,9.321
14169,H,6.287,2.126,9.383
14170,O,4.348,3.089,8.468
14171,H,4.36,3.022,8.535
14172,H,4.429,3.139,8.468
14173,O,1.636,4.896,11.232
14174,H,1.684,4.813,11.23
14175,H,1.678,4.95,11.165
14176,O,7.526,4.819,6.477
14177,H,7.567,4.886,6.423
14178,H,7.445,4.798,6.431
14179,O,4.837,1.021,7.535
14180,H,4.756,0.977,7.51
14181,H,4.905,0.955,7.522
14182,O,8.244,4.947,11.04
14183,H,8.167,4.909,10.998
14184,H,8.319,4.903,10.999
14185,O,0.546,3.354,7.088
14186,H,0.565,3.426,7.029
14187,H,0.625,3.3,7.086
14188,O,5.045,1.852,8.559
14189,H,5.132,1.812,8.557
14190,H,5.026,1.873,8.468
14191,O,3.609,2.225,8.893
14192,H,3.657,2.188,8.967
14193,H,3.662,2.204,8.816
14194,O,1.731,1.032,6.725
14195,H,1.713,0.938,6.727
14196,H,1.695,1.065,6.807
14197,O,1.401,5.217,8.255
14198,H,1.47,5.281,8.239
14199,H,1.443,5.132,8.241
14200,O,3.214,1.964,7.486
14201,H,3.288,1.975,7.544
14202,H,3.14,2.004,7.532
14203,O,5.297,5.444,6.698
14204,H,5.316,5.493,6.779
14205,H,5.286,5.354,6.727
14206,O,0.019,0.466,8.984
14207,H,0.066,0.509,9.056
14208,H,-0.067,0.444,9.02
14209,O,1.041,7.738,9.782
14210,H,0.98,7.772,9.848
14211,H,1.101,7.811,9.765
14212,O,7.18,1.993,10.564
14213,H,7.152,1.955,10.48
14214,H,7.142,2.081,10.564
14215,O,7.147,3.095,11.436
14216,H,7.081,3.061,11.497
14217,H,7.109,3.082,11.349
14218,O,6.265,2.606,9.43
14219,H,6.19,2.553,9.459
14220,H,6.232,2.696,9.43
14221,O,3.919,1.204,11.353
14222,H,4.004,1.176,11.319
14223,H,3.859,1.135,11.326
14224,O,3.678,4.678,10.472
14225,H,3.703,4.77,10.48
14226,H,3.71,4.637,10.552
14227,O,4.954,3.94,7.529
14228,H,4.923,3.903,7.446
14229,H,4.914,3.885,7.596
14230,O,4.38,2.053,5.342
14231,H,4.389,2.016,5.43
14232,H,4.297,2.018,5.31
14233,O,8.117,4.038,7.287
14234,H,8.09,3.953,7.254
14235,H,8.117,4.028,7.382
14236,O,6.107,2.728,10.107
14237,H,6.076,2.638,10.106
14238,H,6.2,2.721,10.129
14239,O,6.799,1.697,9.856
14240,H,6.878,1.744,9.831
14241,H,6.731,1.765,9.859
14242,O,4.271,6.145,10.156
14243,H,4.237,6.13,10.245
14244,H,4.317,6.064,10.135
14245,O,6.963,1.574,10.45
14246,H,6.912,1.539,10.376
14247,H,6.897,1.61,10.509
14248,O,0.424,3.155,8.636
14249,H,0.42,3.248,8.654
14250,H,0.514,3.14,8.607
14251,O,4.645,-0.019,7.922
14252,H,4.708,0.045,7.953
14253,H,4.612,0.017,7.84
14254,O,4.173,6.907,10.315
14255,H,4.212,6.823,10.34
14256,H,4.125,6.934,10.393
14257,O,7.71,2.702,10.558
14258,H,7.651,2.765,10.516
14259,H,7.707,2.625,10.502
14260,O,7.705,0.282,6.223
14261,H,7.785,0.286,6.275
14262,H,7.726,0.329,6.142
14263,O,2.929,5.786,11.024
14264,H,2.943,5.881,11.015
14265,H,3.016,5.751,11.044
14266,O,7.672,6.136,5.986
14267,H,7.619,6.071,6.032
14268,H,7.759,6.129,6.024
14269,O,8.453,5.078,6.33
14270,H,8.549,5.076,6.325
14271,H,8.43,5.004,6.386
14272,O,1.521,3.781,5.309
14273,H,1.477,3.792,5.225
14274,H,1.457,3.81,5.374
14275,O,1.329,0.242,10.032
14276,H,1.373,0.205,10.108
14277,H,1.242,0.202,10.031
14278,O,3.756,3.403,8.25
